id,name,mass (g),fall,year,GeoLocation
4704,Asuka 881995,92.7,Found,1988,"(-72.0, 26.0)"
4705,Asuka 881996,36.46,Found,1988,"(-72.0, 26.0)"
4706,Asuka 881997,152.48,Found,1988,"(-72.0, 26.0)"
4707,Asuka 881998,33.47,Found,1988,"(-72.0, 26.0)"
4708,Asuka 881999,201.75,Found,1988,"(-72.0, 26.0)"
4710,Asuka 882001,305.31,Found,1988,"(-72.0, 26.0)"
4711,Asuka 882002,851.63,Found,1988,"(-72.0, 26.0)"
4712,Asuka 882003,639.33,Found,1988,"(-72.0, 26.0)"
4713,Asuka 882004,375.5,Found,1988,"(-72.0, 26.0)"
4714,Asuka 882005,1131.49,Found,1988,"(-72.0, 26.0)"
4715,Asuka 882006,43.36,Found,1988,"(-72.0, 26.0)"
4716,Asuka 882007,305.97,Found,1988,"(-72.0, 26.0)"
4717,Asuka 882008,833.23,Found,1988,"(-72.0, 26.0)"
4718,Asuka 882009,89.96,Found,1988,"(-72.0, 26.0)"
4719,Asuka 882010,83.06,Found,1988,"(-72.0, 26.0)"
4720,Asuka 882011,10.11,Found,1988,"(-72.0, 26.0)"
4721,Asuka 882012,18.92,Found,1988,"(-72.0, 26.0)"
4722,Asuka 882013,24.63,Found,1988,"(-72.0, 26.0)"
4723,Asuka 882014,45.21,Found,1988,"(-72.0, 26.0)"
4724,Asuka 882015,32.11,Found,1988,"(-72.0, 26.0)"
4725,Asuka 882016,47.24,Found,1988,"(-72.0, 26.0)"
4726,Asuka 882017,567.67,Found,1988,"(-72.0, 26.0)"
4727,Asuka 882018,60.66,Found,1988,"(-72.0, 26.0)"
4728,Asuka 882019,230.6,Found,1988,"(-72.0, 26.0)"
4729,Asuka 882020,41.85,Found,1988,"(-72.0, 26.0)"
4730,Asuka 882021,3547,Found,1988,"(-72.0, 26.0)"
4731,Asuka 882022,256.61,Found,1988,"(-72.0, 26.0)"
4732,Asuka 882023,1115.45,Found,1988,"(-72.0, 26.0)"
4733,Asuka 882024,107.44,Found,1988,"(-72.0, 26.0)"
4735,Asuka 882026,1446.84,Found,1988,"(-72.0, 26.0)"
4737,Asuka 882028,10.17,Found,1988,"(-72.0, 26.0)"
4738,Asuka 882029,273.4,Found,1988,"(-72.0, 26.0)"
4739,Asuka 882030,335.19,Found,1988,"(-72.0, 26.0)"
4740,Asuka 882031,328.29,Found,1988,"(-72.0, 26.0)"
4742,Asuka 882033,51.63,Found,1988,"(-72.0, 26.0)"
4743,Asuka 882034,72.83,Found,1988,"(-72.0, 26.0)"
4744,Asuka 882035,280.55,Found,1988,"(-72.0, 26.0)"
4745,Asuka 882036,123.35,Found,1988,"(-72.0, 26.0)"
4746,Asuka 882037,142.28,Found,1988,"(-72.0, 26.0)"
4747,Asuka 882038,303.89,Found,1988,"(-72.0, 26.0)"
4748,Asuka 882039,383.92,Found,1988,"(-72.0, 26.0)"
4749,Asuka 882040,212.85,Found,1988,"(-72.0, 26.0)"
4750,Asuka 882041,149.88,Found,1988,"(-72.0, 26.0)"
4751,Asuka 882042,2504,Found,1988,"(-72.0, 26.0)"
4752,Asuka 882043,27.7,Found,1988,"(-72.0, 26.0)"
4754,Asuka 882045,58.14,Found,1988,"(-72.0, 26.0)"
4755,Asuka 882046,90.7,Found,1988,"(-72.0, 26.0)"
4756,Asuka 882047,15.82,Found,1988,"(-72.0, 26.0)"
4757,Asuka 882048,492.3,Found,1988,"(-72.0, 26.0)"
4758,Asuka 882049,250.83,Found,1988,"(-72.0, 26.0)"
4760,Asuka 882051,83.16,Found,1988,"(-72.0, 26.0)"
4761,Asuka 882052,136.94,Found,1988,"(-72.0, 26.0)"
4762,Asuka 882053,63.59,Found,1988,"(-72.0, 26.0)"
4763,Asuka 882054,869.7,Found,1988,"(-72.0, 26.0)"
4764,Asuka 882055,213.51,Found,1988,"(-72.0, 26.0)"
4765,Asuka 882056,40.19,Found,1988,"(-72.0, 26.0)"
4766,Asuka 882057,274.92,Found,1988,"(-72.0, 26.0)"
4767,Asuka 882058,2902,Found,1988,"(-72.0, 26.0)"
4768,Asuka 882059,33.52,Found,1988,"(-72.0, 26.0)"
4769,Asuka 882060,554.12,Found,1988,"(-72.0, 26.0)"
4770,Asuka 882061,528.4,Found,1988,"(-72.0, 26.0)"
4771,Asuka 882062,1728.59,Found,1988,"(-72.0, 26.0)"
4772,Asuka 882063,1171.38,Found,1988,"(-72.0, 26.0)"
4774,Asuka 882065,100.85,Found,1988,"(-72.0, 26.0)"
4775,Asuka 882066,104.54,Found,1988,"(-72.0, 26.0)"
4776,Asuka 882067,15.62,Found,1988,"(-72.0, 26.0)"
4777,Asuka 882068,303.14,Found,1988,"(-72.0, 26.0)"
4778,Asuka 882069,264.61,Found,1988,"(-72.0, 26.0)"
4779,Asuka 882070,65.48,Found,1988,"(-72.0, 26.0)"
4780,Asuka 882071,16.83,Found,1988,"(-72.0, 26.0)"
4782,Asuka 882073,296.44,Found,1988,"(-72.0, 26.0)"
4783,Asuka 882074,251.96,Found,1988,"(-72.0, 26.0)"
4785,Asuka 882076,269.73,Found,1988,"(-72.0, 26.0)"
4787,Asuka 882078,14.03,Found,1988,"(-72.0, 26.0)"
4788,Asuka 882079,28.97,Found,1988,"(-72.0, 26.0)"
4790,Asuka 882081,89.06,Found,1988,"(-72.0, 26.0)"
4791,Asuka 882082,48.97,Found,1988,"(-72.0, 26.0)"
4792,Asuka 882083,569.07,Found,1988,"(-72.0, 26.0)"
4793,Asuka 882084,151.56,Found,1988,"(-72.0, 26.0)"
4794,Asuka 882085,101.24,Found,1988,"(-72.0, 26.0)"
4795,Asuka 882086,107.78,Found,1988,"(-72.0, 26.0)"
4796,Asuka 882087,213.2,Found,1988,"(-72.0, 26.0)"
4797,Asuka 882088,11.37,Found,1988,"(-72.0, 26.0)"
4798,Asuka 882089,19.42,Found,1988,"(-72.0, 26.0)"
4799,Asuka 882090,12.56,Found,1988,"(-72.0, 26.0)"
4800,Asuka 882091,189.63,Found,1988,"(-72.0, 26.0)"
4801,Asuka 882092,73.81,Found,1988,"(-72.0, 26.0)"
4802,Asuka 882093,1606.34,Found,1988,"(-72.0, 26.0)"
4803,Asuka 882094,112.89,Found,1988,"(-72.0, 26.0)"
4804,Asuka 882095,133.64,Found,1988,"(-72.0, 26.0)"
4805,Asuka 882096,56.75,Found,1988,"(-72.0, 26.0)"
4806,Asuka 882097,280.77,Found,1988,"(-72.0, 26.0)"
4807,Asuka 882098,180.9,Found,1988,"(-72.0, 26.0)"
4808,Asuka 882099,22.19,Found,1988,"(-72.0, 26.0)"
4810,Asuka 882101,35.62,Found,1988,"(-72.0, 26.0)"
4811,Asuka 882102,992.45,Found,1988,"(-72.0, 26.0)"
4812,Asuka 882103,126.01,Found,1988,"(-72.0, 26.0)"
4813,Asuka 882104,14.31,Found,1988,"(-72.0, 26.0)"
4814,Asuka 882105,61.9,Found,1988,"(-72.0, 26.0)"
4815,Asuka 882106,290.34,Found,1988,"(-72.0, 26.0)"
4816,Asuka 882107,23.58,Found,1988,"(-72.0, 26.0)"
4817,Asuka 882108,532.11,Found,1988,"(-72.0, 26.0)"
4818,Asuka 882109,171.03,Found,1988,"(-72.0, 26.0)"
4819,Asuka 882110,66.21,Found,1988,"(-72.0, 26.0)"
4820,Asuka 882111,59.27,Found,1988,"(-72.0, 26.0)"
4822,Asuka 882113,53.98,Found,1988,"(-72.0, 26.0)"
4823,Asuka 882114,855.61,Found,1988,"(-72.0, 26.0)"
4824,Asuka 882115,86.06,Found,1988,"(-72.0, 26.0)"
4825,Asuka 882116,163.8,Found,1988,"(-72.0, 26.0)"
4827,Asuka 882118,48.61,Found,1988,"(-72.0, 26.0)"
4828,Asuka 882119,219.62,Found,1988,"(-72.0, 26.0)"
4829,Asuka 882120,155.59,Found,1988,"(-72.0, 26.0)"
4830,Asuka 882121,3686,Found,1988,"(-72.0, 26.0)"
4831,Asuka 882122,214.93,Found,1988,"(-72.0, 26.0)"
4832,Asuka 882123,21.83,Found,1988,"(-72.0, 26.0)"
4834,Asuka 9001,390.48,Found,1990,"(-72.0, 26.0)"
4837,Asuka 9004,198.92,Found,1990,"(-72.0, 26.0)"
4838,Asuka 9005,129.25,Found,1990,"(-72.0, 26.0)"
4839,Asuka 9006,62.15,Found,1990,"(-72.0, 26.0)"
4840,Asuka 9007,94.26,Found,1990,"(-72.0, 26.0)"
4862,Asuka 9029,65.31,Found,1990,"(-72.0, 26.0)"
4863,Asuka 9030,67.1,Found,1990,"(-72.0, 26.0)"
4864,Asuka 9031,243.49,Found,1990,"(-72.0, 26.0)"
4867,Asuka 9034,75.15,Found,1990,"(-72.0, 26.0)"
4876,Asuka 9043,134.92,Found,1990,"(-72.0, 26.0)"
4879,Asuka 9046,45.86,Found,1990,"(-72.0, 26.0)"
4881,Asuka 9048,8270.54,Found,1990,"(-72.0, 26.0)"
4882,Aswan,12000,Found,1955,"(23.98611, 32.62361)"
4883,Atarra,1280,Fell,1920,"(25.25417, 80.625)"
4884,Atemajac,94.2,Fell,1896,"(20.06667, -103.66667)"
4885,Athens,265,Fell,1933,"(34.75, -87.0)"
4886,Atlanta,5500,Found,1938,"(31.8, -92.75)"
4888,Atoka,1384.2,Fell,1945,"(34.31667, -96.15)"
4890,Attica,5622,Found,1996,"(37.25, -98.13333)"
4891,Atwood,2100,Found,1963,"(40.51667, -103.26667)"
4892,Atwood (b),77,Found,1964,"(40.51667, -103.26667)"
4893,Aubres,800,Fell,1836,"(44.38333, 5.16667)"
4894,Auburn,3630,Found,1867,"(32.63333, -85.5)"
4897,Augusta County,76000,Found,1858,"(38.16667, -79.08333)"
4898,Augustinovka,400000,Found,1890,"(48.06667, 35.08333)"
4899,Aumale,50000,Fell,1865,"(36.16667, 3.66667)"
4900,Aumieres,2000,Fell,1842,"(44.33333, 3.23333)"
4901,Aurora,1000,Found,1938,"(36.33333, -105.05)"
4902,Aus,30.2,Found,NA,"(-26.66667, 16.25)"
4903,Ausson,50000,Fell,1858,"(43.08333, 0.58333)"
4905,Avanhandava,9330,Fell,1952,"(-21.46028, -49.95083)"
4906,Avce,1230,Fell,1908,"(46.0, 13.5)"
4907,Avilez,146,Fell,1855,"(25.0, -103.5)"
4909,Avoca (Western Australia),37850,Found,1966,"(-30.85, 122.31667)"
4910,Awere,134,Fell,1968,"(2.71667, 32.83333)"
4911,Axtell,6200,Found,1943,"(31.66, -96.97167)"
4912,Aybut 001,442.26,Found,2002,"(17.75793, 53.99032)"
4913,Aztec,2830,Fell,1938,"(36.8, -108.0)"
4914,Baandee,256.3,Found,1967,"(-31.61667, 118.03333)"
4915,Babb's Mill (Blake's Iron),136000,Found,1876,"(36.3, -82.88333)"
4916,Babb's Mill (Troost's Iron),6400,Found,1842,"(36.3, -82.88333)"
4917,Bachmut,18000,Fell,1814,"(48.6, 38.0)"
4918,Bacqueville,395,Found,1999,"(49.32222, 1.36556)"
4919,Bacubirito,22000000,Found,1863,"(26.2, -107.83333)"
4920,Bagdad,2200,Found,1959,"(34.613317, -113.398967)"
4921,Bagnone,48000,Found,1904,"(44.31667, 9.98333)"
4922,Bahjoi,10322,Fell,1934,"(28.48333, 78.5)"
4923,Bakhardok,4120,Found,1978,"(38.6, 58.0)"
4924,Bald Eagle,3200,Found,1891,"(41.28333, -77.05)"
4925,Bald Mountain,3700,Fell,1929,"(35.96667, -82.48333)"
4926,Baldwyn,345,Fell,1922,"(34.5, -88.66667)"
4927,Balfour Downs,2400,Found,1962,"(-22.75, 120.83333)"
4928,Bali,1000,Fell,1907,"(5.38333, 16.38333)"
4929,Ballarat,15,Found,1867,"(-37.57083, 143.82533)"
4930,Ballinger,1250,Found,1927,"(31.76667, -99.98333)"
4931,Ballinoo,42200,Found,1892,"(-27.7, 115.76667)"
4932,Balsas,41000,Found,1974,"(-7.53133, -46.04117)"
4934,Ban Rong Du,16700,Fell,1993,"(16.66667, 101.18333)"
4935,Bandong,11500,Fell,1871,"(-6.91667, 107.6)"
4936,Bansur,15000,Fell,1892,"(27.7, 76.33333)"
4937,Banswal,14,Fell,1913,"(30.4, 78.2)"
4938,Banten,629,Fell,1933,"(-6.33333, 106.0)"
4939,Baquedano,22000,Found,1932,"(-23.3, -69.88333)"
4940,Barbacena,9026,Found,1918,"(-21.21667, -43.93333)"
4941,Barbianello,860,Found,1960,"(45.05778, 9.19556)"
4942,Barbotan,6400,Fell,1790,"(43.95, -0.05)"
4944,Barcelona (stone),NA,Fell,1704,"(41.36667, 2.16667)"
4945,Barcis,87,Found,1950,"(46.1, 12.35)"
4946,Barea,3200,Fell,1842,"(42.38333, -2.5)"
4947,Barnaul,23.2,Fell,1904,"(52.73333, 84.08333)"
4948,Barntrup,17,Fell,1886,"(52.0, 9.1)"
4949,Baroti,4500,Fell,1910,"(31.61667, 76.8)"
4950,Barranca Blanca,12000,Found,1855,"(-28.08333, -69.33333)"
4951,Barratta,200000,Found,1845,"(-35.3, 144.56667)"
4952,Barrilla,11100,Found,1994,"(30.78333, -103.46667)"
4953,Bartlett,8590,Found,1938,"(30.83333, -97.5)"
4954,Barwell,44000,Fell,1965,"(52.56528, -1.33972)"
4955,Barwise,10400,Found,1950,"(34.0, -101.5)"
4957,Baszkówka,15500,Fell,1994,"(52.03333, 20.93583)"
4958,Bates Nunataks 00300,124.6,Found,2000,"(-80.25, 153.5)"
4959,Bates Nunataks 00301,33.8,Found,2000,"(-80.25, 153.5)"
4960,Bates Nunataks 00302,37.1,Found,2000,"(-80.25, 153.5)"
4961,Bates Nunataks 00303,15.8,Found,2000,"(-80.25, 153.5)"
4962,Bates Nunataks 00304,709,Found,2000,"(-80.25, 153.5)"
4963,Bates Nunataks 00305,316.4,Found,2000,"(-80.25, 153.5)"
4964,Bates Nunataks 00306,66.95,Found,2000,"(-80.25, 153.5)"
4965,Bates Nunataks 00307,130.05,Found,2000,"(-80.25, 153.5)"
4966,Bates Nunataks 00308,10.7,Found,2000,"(-80.25, 153.5)"
4967,Bates Nunataks 00309,24.1,Found,2000,"(-80.25, 153.5)"
4968,Bates Nunataks 00310,20.61,Found,2000,"(-80.25, 153.5)"
4969,Bates Nunataks A78001,160.7,Found,1978,"(-80.25, 153.5)"
4970,Bates Nunataks A78002,4301,Found,1978,"(-80.25, 153.5)"
4971,Bates Nunataks A78004,1079,Found,1978,"(-80.25, 153.5)"
4972,Bates Nunataks A78005,81.8,Found,1978,"(-80.25, 153.5)"
4973,Batesland,2500,Found,1961,"(43.13333, -102.1)"
4974,Bath,21000,Fell,1892,"(45.41667, -98.31667)"
4975,Bath Furnace,86000,Fell,1902,"(38.25, -83.75)"
4976,Bawku,1557,Fell,1989,"(11.08333, -0.18333)"
4977,Baxter,611,Fell,1916,"(36.75, -93.5)"
4978,Bayard,75000,Found,1982,"(41.81667, -103.36667)"
4980,Baygorria,80000,Found,1994,"(-33.0, -56.0)"
4981,Bealiba,652,Found,1950,"(-36.8, 143.55)"
4982,Bear Creek,227000,Found,1866,"(39.6, -105.3)"
4983,Bear Lodge,48500,Found,1931,"(44.5, -104.2)"
4984,Beardsley,16000,Fell,1929,"(39.8, -101.2)"
4985,Beaver,25628,Found,1940,"(36.8, -100.53333)"
4986,Beaver Creek,14000,Fell,1893,"(51.16667, -117.33333)"
4987,Beaver-Harrison,925,Found,1979,"(38.48417, -113.13639)"
4988,Bechar 001,39000,Found,1998,"(30.83333, -3.33333)"
4989,Bechar 002,12000,Found,1998,"(30.83333, -3.33333)"
4991,Beckett Nunatak 92600,5.8,Found,1992,"(-76.03333, 160.18333)"
4992,Beckett Nunatak 92601,104,Found,1992,"(-76.03333, 160.18333)"
4993,Beddgelert,794,Fell,1949,"(53.01667, -4.1)"
4994,Beeler,11620,Found,1924,"(38.53333, -100.21667)"
4995,Beenham,44400,Found,1937,"(36.21667, -103.65)"
4996,Beer Bottle Pass,8.9,Found,1999,"(35.66117, -115.33333)"
4998,Belgica 7901,3.58,Found,1979,"(-72.58333, 31.25)"
4999,Belgica 7902,13.66,Found,1979,"(-72.58333, 31.25)"
5000,Belgica 7903,185.3,Found,1979,"(-72.58333, 31.25)"
5001,Belgica 7904,1234,Found,1979,"(-72.58333, 31.25)"
5002,Belgica 7905,5.01,Found,1979,"(-72.58333, 31.25)"
5003,Bella Roca,33000,Found,1888,"(24.9, -105.4)"
5004,Belle Plaine,78800,Found,1950,"(37.31667, -97.25)"
5005,Bells,375,Fell,1961,"(33.6, -96.46667)"
5006,Bellsbank,38000,Found,1955,"(-28.08333, 24.08333)"
5007,Belly River,7900,Found,1943,"(49.5, -113.0)"
5008,Belmont,25300,Found,1958,"(42.73333, -90.35)"
5009,Belville,NA,Fell,1937,"(-32.33333, -64.86667)"
5010,Ben Kesbes 001,177,Found,1991,"(30.36194, 5.30083)"
5011,Benares (a),3700,Fell,1798,"(25.36667, 82.91667)"
5012,Benares (b),NA,Found,NA,"(25.33333, 83.0)"
5013,Bench Crater,NA,Found,1969,NA
5014,Bencubbin,118000,Found,1930,"(-30.75, 117.78333)"
5015,Bendegó,5360000,Found,1784,"(-10.11667, -39.2)"
5016,Bendock,27000,Found,1898,"(-37.15, 148.91667)"
5017,Benedict,16380,Found,1970,"(41.0, -97.53333)"
5018,Beni M'hira,19000,Fell,2001,"(32.86667, 10.8)"
5019,Beni Semguine,18,Found,1998,"(30.16667, -5.66667)"
5020,Benjamin,51800,Found,1969,"(33.58333, -99.8)"
5021,Benld,1770.5,Fell,1938,"(39.08333, -89.15)"
5022,Bennett County,89000,Found,1934,"(43.5, -101.25)"
5023,Benoni,3880,Fell,1943,"(-26.16667, 28.41667)"
5024,Bensour,45000,Fell,2002,"(30.0, -7.0)"
5025,Benthullen,17000,Found,1951,"(53.05, 8.1)"
5026,Benton,2840,Fell,1949,"(45.95, -67.55)"
5027,Berdyansk,2250,Found,1843,"(46.75, 36.81667)"
5028,Béréba,18000,Fell,1924,"(11.65, -3.65)"
5029,Berlanguillas,1440,Fell,1811,"(41.68333, -3.8)"
5030,Bethel (a),18.3,Found,1968,"(34.23333, -103.38333)"
5031,Bethel (b),56.8,Found,1968,"(34.24667, -103.395)"
5032,Bethlehem,13.9,Fell,1859,"(42.53333, -73.83333)"
5033,Bethune,67,Found,1941,"(39.3, -102.41667)"
5034,Beuste,2000,Fell,1859,"(43.21667, -0.23333)"
5035,Beyrout,1100,Fell,1921,"(33.88333, 35.5)"
5037,Bhagur,18,Fell,1877,"(20.88333, 74.83333)"
5039,Bherai,100,Fell,1893,"(20.83333, 71.46667)"
5040,Bhola,1047,Fell,1940,"(22.68333, 90.65)"
5041,Bholghati,2500,Fell,1905,"(22.08333, 86.9)"
5042,Bialystok,4000,Fell,1827,"(53.1, 23.2)"
5043,Bielokrynitschie,1900,Fell,1887,"(50.13333, 27.16667)"
5044,Big Rock Donga,19000,Found,1970,"(-30.55, 130.96667)"
5045,Bilanga,25000,Fell,1999,"(12.45, -0.08333)"
5046,Bilibino,1000000,Found,1981,"(67.3, 160.8)"
5047,Billings,24500,Found,1903,"(37.06667, -93.55)"
5048,Billygoat Donga,893,Found,1962,"(-30.13333, 126.36667)"
5049,Binda,5400,Found,1912,"(-34.31667, 149.38333)"
5050,Bingera,10841,Found,1880,"(-29.88333, 150.56667)"
5051,Binningup,488.1,Fell,1984,"(-33.15639, 115.67639)"
5052,Binya,11300,Found,1981,"(-34.225, 146.38167)"
5053,Bir Hadi,855,Found,1958,"(19.41667, 51.03333)"
5054,Bir Rebaa,7200,Found,1993,"(31.66667, 8.41667)"
5056,Birni N'konni,560,Fell,1923,"(13.76667, 5.3)"
5057,Bischtübe,48250,Found,1888,"(51.95, 62.2)"
5058,Bishop Canyon,8600,Found,1912,"(38.0, -108.5)"
5059,Bishopville,6000,Fell,1843,"(34.16667, -80.28333)"
5060,Bishunpur,1039,Fell,1895,"(25.38333, 82.6)"
5061,Bison,11000,Found,1958,"(38.30667, -99.71)"
5062,Bitburg,1500000,Found,1805,"(49.96667, 6.53333)"
5063,Bjelaja Zerkov,1850,Fell,1796,"(49.78333, 30.16667)"
5064,Bjurböle,330000,Fell,1899,"(60.4, 25.8)"
5065,Black Moshannan Park,705,Fell,1941,"(40.91667, -78.08333)"
5066,Black Mountain,800,Found,1839,"(35.58333, -82.35)"
5067,Blackwater Draw,1500,Found,1979,"(34.20583, -103.22222)"
5068,Blackwell,2381,Fell,1906,"(36.83333, -97.33333)"
5069,Blackwood Creek,67,Found,1998,"(40.5, -101.08333)"
5070,Blaine Lake,1896.4,Found,1974,"(52.77, -106.89667)"
5071,Blanket,5100,Fell,1909,"(31.83333, -98.83333)"
5072,Blansko,470,Fell,1833,"(49.36667, 16.63333)"
5074,Bledsoe,30500,Found,1970,"(33.59167, -103.02667)"
5075,Blithfield,1830,Found,1910,"(45.5, -77.0)"
5076,Bloomington,67.8,Fell,1938,"(40.48, -89.00417)"
5077,Blue Tier,1400,Found,1890,"(-41.18333, 148.03333)"
5078,Bluewater,9540,Found,1946,"(35.26667, -107.96667)"
5079,Bluewing 001,6.1,Found,2000,"(40.2495, -118.93683)"
5080,Bluewing 002,23,Found,1999,"(40.24148, -118.94763)"
5081,Bluewing 003,95,Found,1999,"(40.26752, -118.94308)"
5082,Bluewing 004,113,Found,1999,"(40.27537, -118.9461)"
5083,Bluewing 005,7200,Found,1999,"(40.28563, -118.94657)"
5084,Bluewing 006,355,Found,1999,"(40.28338, -118.94808)"
5085,Bluewing 007,324,Found,1999,"(40.28247, -118.94872)"
5086,Bluewing 008,451.7,Found,2001,"(40.27957, -118.94642)"
5087,Bluff (a),153300,Found,1878,"(29.87861, -96.87222)"
5088,Bluff (b),16000,Found,1917,"(29.86306, -96.92667)"
5089,Blumenau,NA,Found,1986,"(-26.92383, -49.05883)"
5090,Bo Xian,7500,Fell,1977,"(33.83333, 115.83333)"
5091,Boaz (stone),1800,Found,1968,"(33.65167, -103.70833)"
5092,Bocaiuva,64000,Found,1965,"(-17.16667, -43.83333)"
5093,Bocas,56,Fell,1804,"(23.0, -102.0)"
5094,Bodaibo,15900,Found,1907,"(57.85, 114.2)"
5095,Boerne,1100,Found,1932,"(29.8, -98.8)"
5096,Bogoslovka,2180,Found,1948,"(52.5, 68.8)"
5097,Bogou,8800,Fell,1962,"(12.5, 0.7)"
5098,Boguslavka,256000,Fell,1916,"(44.55, 131.63333)"
5099,Bohumilitz,59000,Found,1829,"(49.05, 13.76667)"
5100,Bolivia,21250,Found,1896,NA
5101,Bolshaya Korta,1593,Found,1939,"(57.63333, 83.36667)"
5102,Bond Springs,6.2,Found,1898,"(-23.5, 133.83333)"
5103,Bondoc,888600,Found,1956,"(13.51667, 122.45)"
5104,Bonita Springs,41800,Found,1938,"(26.26667, -81.75)"
5105,Bonnie Claire 001,23.03,Found,1998,"(37.21667, -117.08333)"
5106,Bonnie Claire 002,80.8,Found,1998,"(37.21667, -117.08333)"
5107,Boogaldi,2000,Found,1900,"(-31.15, 149.11667)"
5108,Boolka,12000,Found,1968,"(-30.06667, 141.06667)"
5109,Boorabie 001,381,Found,1977,"(-29.46667, 128.35)"
5110,Borgo San Donino,1676,Fell,1808,"(44.86667, 10.05)"
5111,Bori,8600,Fell,1894,"(21.95, 78.03333)"
5112,Boriskino,1342,Fell,1930,"(54.23333, 52.48333)"
5113,Borkut,7000,Fell,1852,"(48.15, 24.28333)"
5114,Borodino,500,Fell,1812,"(55.46667, 35.86667)"
5115,Borrego,2126,Found,1930,"(33.26667, -116.38333)"
5116,Botetourt County,500,Found,1850,"(37.5, -79.75)"
5117,Botschetschki,614,Fell,1823,"(51.33333, 33.88333)"
5118,Bou Hadid,374,Found,1969,"(28.3125, 0.23333)"
5119,Bou Kra,130,Found,2001,"(26.6325, -12.81025)"
5120,Bouvante,8300,Found,1978,"(44.92222, 5.26778)"
5121,Bovedy,5460,Fell,1969,"(54.56667, -6.33333)"
5122,Bowden,603,Found,1907,"(-33.0, 26.4)"
5123,Bowden Névé 85800,140.6,Found,1985,"(-83.5, 165.0)"
5124,Bowesmont,2270,Found,1962,"(48.68333, -97.16667)"
5125,Bowesmont (b),1300,Found,1972,"(48.78333, -97.35)"
5126,Boxhole,500000,Found,1937,"(-22.61667, 135.2)"
5127,Brachina,202.9,Found,1974,"(-31.3, 138.38333)"
5128,Bradford Woods,762,Fell,1886,"(40.5, -80.08333)"
5129,Brady,927,Found,1937,"(31.05, -99.46667)"
5130,Brahin,823000,Found,1810,"(52.5, 30.33333)"
5131,Brainard,138300,Found,1978,"(41.15333, -96.955)"
5132,Brandon,7580,Found,1975,"(40.81, -101.80167)"
5133,Braunau,39000,Fell,1847,"(50.6, 16.3)"
5134,Breitscheid,1500,Fell,1956,"(50.66694, 8.18361)"
5135,Bremervörde,7250,Fell,1855,"(53.4, 9.1)"
5136,Brenham,4300000,Found,1882,"(37.5825, -99.16361)"
5137,Brewster,17000,Found,1940,"(39.25, -101.33333)"
5139,Bridgewater,13600,Found,1890,"(35.71667, -81.86667)"
5140,Brient,219,Fell,1933,"(52.13333, 59.31667)"
5141,Briggsdale,2230,Found,1949,"(40.66667, -104.31667)"
5142,Briscoe,1773,Found,1940,"(34.35, -101.4)"
5143,Bristol,20000,Found,1937,"(36.56667, -82.18333)"
5144,Britstown,544,Found,1910,"(-30.58333, 23.55)"
5145,Broken Bow,6800,Found,1937,"(41.43333, -99.7)"
5146,Broken Hill,34000,Found,1994,"(-31.83333, 141.76667)"
5147,Bronco,972,Found,1971,"(33.28333, -102.96667)"
5148,Bronco (b),101,Found,1980,"(33.275, -102.96)"
5149,Bronco (c),53,Found,1980,"(33.275, -102.96)"
5150,Brownell,2000,Found,1971,"(38.69667, -99.70833)"
5151,Brownfield (1937),40960,Found,1937,"(33.21667, -102.18333)"
5152,Brownfield (1964),4100,Found,1964,"(33.21667, -102.18333)"
5153,Brownfield (c),1550,Found,1974,"(33.135, -102.27833)"
5154,Brownfield (iron),1626,Found,1960,"(33.21667, -102.18333)"
5155,Bruceville,83000,Found,1998,"(38.295, -121.405)"
5156,Bruderheim,303000,Fell,1960,"(53.9, -112.88333)"
5157,Brunflo,NA,Found,1980,"(63.11667, 14.28333)"
5158,Bruno,13000,Found,1931,"(52.26667, -105.35)"
5160,Buckleboo,992,Found,1963,"(-32.95556, 136.1375)"
5161,Budulan,100000,Found,1962,"(50.56667, 114.9)"
5162,Buenaventura,113600,Found,1969,"(29.8, -107.55)"
5163,Bulls Run,2250,Fell,1964,NA
5164,Bunjil,38750,Found,1971,"(-29.62917, 116.48222)"
5165,Bununu,357,Fell,1942,"(10.01667, 9.58333)"
5166,Bur-Abor,290000,Found,1997,"(3.98333, 41.65)"
5167,Burdett,8600,Found,1940,"(38.23333, -99.53333)"
5168,Burgavli,24900,Found,1941,"(66.4, 137.46667)"
5169,Bur-Gheluai,120000,Fell,1919,"(5.0, 48.0)"
5170,Burkett,8400,Found,1913,"(32.03333, -99.25)"
5171,Burkhala,1825,Found,1983,"(63.8, 149.0)"
5172,Burlington,68000,Found,1819,"(42.75, -75.18333)"
5173,Burnabbie,2515,Found,1965,"(-32.05, 126.16667)"
5174,Burns Flat,1987,Found,1971,"(35.33333, -99.15)"
5175,Burnwell,1504,Fell,1990,"(37.62194, -82.23722)"
5176,Burrika,20.4,Found,1966,"(-31.96667, 125.83333)"
5177,Bursa,25000,Fell,1946,"(40.2, 29.23333)"
5178,Buschhof,5000,Fell,1863,"(46.45, 25.78333)"
5179,Bushman Land,3000,Found,1933,"(-30.0, 20.0)"
5180,Bushnell,1240,Found,1939,"(41.23333, -103.9)"
5181,Bustee,1500,Fell,1852,"(26.78333, 82.83333)"
5182,Butler,41000,Found,1874,"(38.3, -94.36667)"
5183,Butsura,29000,Fell,1861,"(27.08333, 84.08333)"
